Age,DailyRate,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,RelationshipSatisfaction,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager,Attrition
31,1445,1,3,100,Manufacturing Director,2,7446,8931,1,11,1,10,10,7,Yes
45,1038,20,2,95,Healthcare Representative,1,10851,19863,2,18,2,24,7,7,No
31,1398,8,4,96,Human Resources,2,2109,24609,9,18,4,8,3,2,No
31,523,2,2,94,Laboratory Technician,4,3722,21081,6,13,3,7,2,2,Yes
45,1448,29,2,55,Manufacturing Director,4,9380,14720,4,18,4,10,3,2,No
48,1221,7,3,96,Sales Executive,1,5486,24795,4,11,1,15,2,2,No
34,1107,9,1,52,Human Resources,3,2742,3072,1,15,4,2,2,2,Yes
40,218,8,4,55,Research Director,2,13757,25178,2,11,3,16,9,8,No
28,866,5,4,84,Sales Executive,1,8463,23490,0,18,4,6,5,3,No
44,981,5,3,90,Laboratory Technician,3,3162,7973,3,14,4,7,5,3,No
53,447,2,4,39,Research Director,2,16598,19764,4,12,2,35,9,8,No
49,1495,5,1,96,Healthcare Representative,3,6651,21534,2,14,2,20,3,2,No
40,896,2,3,68,Research Scientist,3,2345,8045,2,14,3,8,3,2,No
44,1467,20,4,49,Research Scientist,2,3420,21158,1,13,3,6,5,3,No
33,430,7,4,54,Sales Executive,1,4373,17456,0,14,1,5,4,3,No
34,1326,3,4,81,Sales Executive,1,4759,15891,3,18,4,15,13,12,No
30,1358,16,4,96,Sales Executive,3,5301,2939,8,15,3,4,2,2,No
42,748,9,1,74,Laboratory Technician,4,3673,16458,1,13,3,12,12,8,No
44,383,1,1,79,Sales Executive,3,4768,9282,7,12,3,11,1,0,No
30,990,7,3,64,Research Scientist,3,1274,7152,1,13,2,1,1,0,No
57,405,1,2,93,Research Scientist,3,4900,2721,0,24,1,13,12,8,No
49,1490,7,3,35,Healthcare Representative,2,10466,20948,3,14,2,29,8,7,No
34,829,15,2,71,Research Director,1,17007,11929,7,14,4,16,14,9,No
28,1496,1,1,92,Sales Representative,3,2909,15747,3,15,4,5,3,2,Yes
29,115,13,1,51,Sales Executive,2,5765,17485,5,11,1,7,5,0,Yes
34,790,24,1,40,Sales Executive,2,4599,7815,0,23,3,16,15,10,Yes
35,660,7,4,76,Sales Representative,3,2404,16192,1,13,1,1,1,0,No
24,381,9,2,89,Laboratory Technician,1,3172,16998,2,11,3,4,0,0,Yes
24,830,13,4,78,Sales Representative,2,2033,7103,1,13,3,1,1,0,No
44,1193,2,2,86,Manufacturing Director,3,10209,19719,5,18,2,16,2,2,No
29,1246,19,3,77,Sales Executive,3,8620,23757,1,14,3,10,10,4,No
30,330,1,3,46,Human Resources,3,2064,15428,0,21,1,6,5,3,No
55,1229,4,4,30,Healthcare Representative,3,4035,16143,0,16,2,4,3,2,No
33,1099,4,1,82,Laboratory Technician,2,3838,8192,8,11,4,8,5,2,No
47,571,14,3,78,Sales Executive,3,4591,24200,3,17,3,11,5,2,No
28,289,2,3,38,Laboratory Technician,1,2561,5355,7,11,3,8,0,0,Yes
28,1423,1,1,72,Research Scientist,3,1563,12530,1,14,4,1,1,0,No
28,467,7,3,55,Sales Executive,1,4898,11827,0,14,4,5,4,3,No
49,271,3,3,43,Laboratory Technician,1,4789,23070,4,25,1,10,3,2,No
29,410,2,4,97,Laboratory Technician,2,3180,4668,0,13,3,4,3,2,No
28,1083,29,3,96,Manufacturing Director,2,6549,3173,1,14,2,8,8,7,No
33,516,8,4,69,Healthcare Representative,3,6388,22049,2,17,1,14,0,0,No
32,495,10,3,64,Manager,4,11244,21072,2,25,2,10,5,0,No
54,1050,11,2,87,Manager,4,16032,24456,3,20,1,26,14,12,No
29,224,1,1,100,Research Scientist,1,2362,7568,6,13,3,11,9,7,Yes
44,136,28,4,32,Research Director,1,16328,22074,3,13,3,24,20,17,No
39,1089,6,2,32,Manufacturing Director,2,8376,9150,4,18,4,9,2,2,No
46,228,3,3,51,Manager,2,16606,11380,8,12,4,23,13,1,No
35,1029,16,4,91,Healthcare Representative,2,8606,21195,1,19,4,11,11,3,No
23,507,20,1,97,Laboratory Technician,3,2272,24812,0,14,2,5,4,2,No
40,676,9,4,86,Laboratory Technician,1,2018,21831,3,14,2,15,5,0,Yes
34,971,1,4,64,Sales Executive,3,7083,12288,1,14,4,10,10,6,No
31,561,3,4,33,Research Scientist,3,4084,4156,1,12,1,7,7,7,Yes
50,333,22,3,88,Research Director,4,14411,24450,1,13,4,32,32,9,No
34,1440,7,2,55,Sales Representative,3,2308,4944,0,25,2,12,11,7,No
42,1210,2,3,68,Laboratory Technician,2,4841,24052,4,14,2,4,1,0,No
37,674,13,1,47,Research Scientist,4,4285,3031,1,17,1,10,10,7,No
29,441,8,3,39,Healthcare Representative,1,9715,7288,3,13,3,9,7,7,No
33,575,25,4,44,Manufacturing Director,2,4320,24152,1,13,4,5,5,2,No
45,950,28,4,97,Research Scientist,4,2132,4585,4,20,4,8,5,3,No
42,288,2,4,40,Healthcare Representative,4,10124,18611,2,14,3,24,20,9,No
40,1342,9,1,47,Sales Executive,1,5473,19345,0,12,4,9,8,1,No
33,589,28,2,79,Laboratory Technician,3,5207,22949,1,12,2,15,15,7,No
40,898,6,3,38,Manager,4,16437,17381,1,21,4,21,21,7,No
24,350,21,3,57,Laboratory Technician,1,2296,10036,0,14,2,2,1,0,No
40,1142,8,4,72,Healthcare Representative,4,4069,8841,3,18,3,8,2,2,No
45,538,1,1,66,Healthcare Representative,2,7441,20933,1,12,1,10,10,7,No
35,1402,28,2,98,Sales Representative,3,2430,26204,0,23,1,6,5,2,No
32,824,5,4,67,Research Scientist,2,5878,15624,3,12,1,12,7,5,No
36,1157,2,3,70,Sales Representative,4,2644,17001,3,21,4,7,3,2,No
48,492,16,3,96,Sales Executive,3,6439,13693,8,14,3,18,8,7,No
29,598,9,3,91,Research Scientist,3,2451,22376,6,18,1,5,1,0,No
33,1242,8,1,46,Sales Executive,1,6392,10589,2,13,4,8,2,2,No
30,740,1,2,64,Sales Executive,1,9714,5323,1,11,4,10,10,7,Yes
38,888,10,3,71,Human Resources,3,6077,14814,3,11,3,10,6,2,No
35,992,1,4,68,Laboratory Technician,1,2450,21731,1,19,2,3,3,2,No
30,1288,29,3,33,Sales Executive,2,9250,17799,3,12,2,9,4,3,No
35,104,2,1,69,Laboratory Technician,1,2074,26619,1,12,4,1,1,0,Yes
53,607,2,3,78,Manufacturing Director,4,10169,14618,0,16,2,34,33,9,Yes
38,903,2,3,81,Manufacturing Director,2,4855,7653,4,11,1,7,5,4,Yes
32,1200,1,4,62,Research Scientist,1,4087,25174,4,14,2,9,6,2,No
48,1108,15,3,65,Research Scientist,1,2367,16530,8,12,4,10,8,6,No
34,479,7,1,35,Research Scientist,4,2972,22061,1,13,3,1,1,0,No
55,685,26,3,60,Manager,4,19586,23037,1,21,3,36,36,13,No
34,1351,1,2,45,Research Scientist,4,5484,13008,9,17,2,9,2,1,No
26,474,3,1,89,Research Scientist,4,2061,11133,1,21,1,1,1,0,No
38,1245,14,3,80,Sales Executive,2,9924,12355,0,11,4,10,9,7,No
38,437,16,2,90,Sales Executive,2,4198,16379,2,12,2,8,3,2,No
36,884,1,2,73,Sales Executive,3,6815,21447,6,13,1,15,1,0,No
29,1370,3,2,87,Laboratory Technician,1,4723,16213,1,18,4,10,10,5,No
35,670,10,1,51,Healthcare Representative,3,6142,4223,3,16,3,10,5,4,No
39,1462,6,4,38,Sales Executive,3,8237,4658,2,11,1,11,7,6,No
29,995,2,1,87,Healthcare Representative,4,8853,24483,1,19,4,6,6,3,No
50,264,9,3,59,Manager,3,19331,19519,4,16,3,27,1,0,No
23,977,10,4,45,Research Scientist,3,2073,12826,2,16,4,4,2,2,No
36,1302,6,1,80,Laboratory Technician,1,5562,19711,3,13,4,9,3,2,No
42,1059,9,4,93,Manager,4,19613,26362,8,22,4,24,1,1,No
35,750,28,2,46,Laboratory Technician,3,3407,25348,1,17,4,10,10,8,No
34,653,10,4,92,Healthcare Representative,3,5063,15332,1,14,2,8,8,7,No
40,118,14,4,84,Sales Executive,1,4639,11262,1,15,3,5,5,2,No
43,990,27,4,87,Laboratory Technician,2,4876,5855,5,12,3,8,6,2,No
35,1349,7,3,63,Laboratory Technician,4,2690,7713,1,18,4,1,1,1,No
46,563,1,4,56,Manager,1,17567,3156,1,15,2,27,26,12,No
28,329,24,3,51,Laboratory Technician,2,2408,7324,1,17,3,1,1,0,Yes
22,457,26,2,85,Research Scientist,3,2814,10293,1,14,2,4,4,3,No
50,1234,20,2,41,Healthcare Representative,3,11245,20689,2,15,3,32,30,13,No
32,634,5,2,35,Research Scientist,4,3312,18783,3,17,4,6,3,2,No
44,1313,7,2,31,Research Director,4,19049,3549,0,14,4,23,22,10,No
30,241,7,2,48,Research Scientist,2,2141,5348,1,12,2,6,6,1,No
45,1015,5,3,50,Laboratory Technician,1,5769,23447,1,14,1,10,10,4,No
45,336,26,1,52,Sales Executive,1,4385,24162,1,15,1,10,10,5,No
31,715,2,4,54,Sales Executive,1,5332,21602,7,13,4,10,5,3,No
36,559,12,3,76,Manufacturing Director,3,4663,12421,9,12,2,7,3,1,No
34,426,10,3,42,Manufacturing Director,4,4724,17000,1,13,1,9,9,2,No
49,722,25,3,84,Laboratory Technician,1,3211,22102,1,14,4,10,9,4,No
39,1387,10,2,76,Manufacturing Director,1,5377,3835,2,13,4,10,7,7,No
27,1302,19,4,67,Laboratory Technician,1,4066,16290,1,11,1,7,7,7,No
35,819,18,2,48,Research Scientist,1,5208,26312,1,11,4,16,16,10,No
28,580,27,2,39,Manufacturing Director,1,4877,20460,0,21,2,6,5,0,No
21,546,5,3,97,Research Scientist,4,3117,26009,1,18,3,3,2,2,No
18,544,3,2,70,Sales Representative,4,1569,18420,1,12,3,0,0,0,Yes
47,1176,26,4,98,Manager,3,19658,5220,3,11,3,27,5,0,No
39,170,3,3,76,Laboratory Technician,3,3069,10302,0,15,4,11,10,7,No
40,884,15,1,80,Manufacturing Director,3,10435,25800,1,13,4,18,18,12,No
35,208,8,3,52,Healthcare Representative,3,4148,12250,1,12,4,15,14,9,No
37,671,19,3,85,Manufacturing Director,3,5768,26493,3,17,1,9,4,2,No
39,711,4,1,81,Manufacturing Director,3,5042,3140,0,13,4,10,9,8,No
45,1329,2,4,59,Manufacturing Director,4,5770,5388,1,19,1,10,10,9,No
38,397,2,4,54,Manufacturing Director,3,7756,14199,3,19,4,10,5,2,No
35,737,10,4,55,Sales Executive,1,10306,21530,9,17,3,15,13,0,Yes
37,1470,10,2,71,Research Scientist,2,3936,9953,1,11,1,8,8,7,No
40,448,16,3,84,Manufacturing Director,4,7945,19948,6,15,4,18,4,3,No
44,602,1,1,37,Human Resources,4,5743,10503,4,11,3,14,10,2,No
48,365,4,3,89,Manager,4,15202,5602,2,25,2,23,2,2,No
35,763,15,1,59,Sales Executive,4,5440,22098,6,14,4,7,2,2,Yes
24,567,2,1,32,Research Scientist,4,3760,17218,1,13,3,6,6,3,No
27,486,8,2,86,Research Scientist,3,3517,22490,7,17,1,5,3,2,No
27,591,2,4,87,Research Scientist,4,2580,6297,2,13,3,6,4,2,No
40,1329,7,1,73,Laboratory Technician,1,2166,3339,3,14,2,10,4,3,Yes
29,469,10,3,42,Sales Executive,3,5869,23413,9,11,3,8,5,4,No
36,711,5,2,42,Healthcare Representative,1,8008,22792,4,12,3,9,3,2,No
25,772,2,4,77,Manufacturing Director,3,5206,4973,1,17,3,7,7,7,No
39,492,12,4,66,Manufacturing Director,2,5295,7693,4,21,3,7,5,0,No
49,301,22,1,72,Research Director,2,16413,3498,3,16,2,27,4,2,No
50,813,17,4,50,Research Director,1,13269,21981,5,15,3,19,14,11,No
20,1141,2,3,31,Sales Representative,3,2783,13251,1,19,1,2,2,2,No
34,1130,3,4,66,Research Scientist,2,5433,19332,1,12,3,11,11,9,No
36,311,7,1,77,Laboratory Technician,2,2013,10950,2,11,3,15,4,3,No
49,465,6,3,41,Healthcare Representative,3,13966,11652,2,19,2,30,15,12,No
36,894,1,4,33,Manufacturing Director,3,4374,15411,0,15,3,4,3,2,No
36,1040,3,4,79,Healthcare Representative,1,6842,26308,6,20,1,13,5,4,No
54,584,22,2,91,Manager,3,17426,18685,3,25,3,36,10,7,No
43,1291,15,3,65,Research Director,3,17603,3525,1,24,1,14,14,11,No
35,880,12,4,36,Sales Executive,4,4581,10414,3,24,1,13,11,7,Yes
38,1189,1,4,90,Research Scientist,4,4735,9867,7,15,4,19,13,9,No
29,991,5,1,43,Sales Executive,2,4187,3356,1,13,2,10,10,9,No
33,392,2,4,93,Sales Executive,4,5505,3921,1,14,3,6,6,4,No
32,977,2,4,45,Research Scientist,2,5470,25518,0,13,3,10,9,6,No
31,1112,5,1,67,Sales Executive,4,5476,22589,1,11,1,10,10,2,No
49,464,16,4,74,Laboratory Technician,1,2587,24941,4,16,2,17,2,2,No
38,148,2,4,42,Laboratory Technician,2,2440,23826,1,22,2,4,4,3,No
47,1225,2,2,47,Manager,2,15972,21086,6,14,3,29,3,2,No
49,809,1,3,36,Manager,3,15379,22384,4,14,1,23,8,0,No
41,1206,23,4,80,Sales Executive,3,7082,11591,3,16,4,21,2,2,No
20,727,9,4,54,Sales Representative,1,2728,21082,1,11,1,2,2,2,No
33,530,16,3,36,Sales Executive,4,5368,16130,1,25,3,7,6,2,No
36,1351,26,1,80,Healthcare Representative,3,5347,7419,6,14,2,10,3,2,No
44,528,1,3,44,Human Resources,4,3195,4167,4,18,1,8,2,2,No
23,1320,8,4,93,Laboratory Technician,3,3989,20586,1,11,1,5,5,2,Yes
38,1495,4,4,87,Laboratory Technician,3,3306,26176,7,19,4,7,0,0,No
53,1395,24,2,48,Healthcare Representative,4,7005,3458,3,15,3,11,4,2,No
48,708,7,4,95,Sales Representative,3,2655,11740,2,11,3,19,9,7,Yes
32,1259,2,4,95,Laboratory Technician,2,1393,24852,1,12,1,1,1,0,Yes
26,786,7,4,76,Laboratory Technician,4,2570,11925,1,20,3,7,7,7,No
55,1441,22,1,94,Research Scientist,2,3537,23737,5,12,4,8,4,2,No
34,1157,5,2,57,Laboratory Technician,4,3986,11912,1,14,3,15,15,13,No
60,370,1,3,92,Healthcare Representative,4,10883,20467,3,20,3,19,1,0,No
33,267,21,2,79,Laboratory Technician,2,2028,13637,1,18,4,14,14,13,No
37,1278,1,3,31,Sales Executive,4,9525,7677,1,14,3,6,6,3,No
34,678,19,2,35,Research Scientist,4,2929,20338,1,12,2,10,10,7,No
23,427,7,3,99,Sales Representative,4,2275,25103,1,21,2,3,3,2,Yes
44,921,2,3,96,Healthcare Representative,4,7879,14810,1,19,2,9,8,7,No
35,146,2,1,79,Research Scientist,4,4930,13970,0,14,3,6,5,4,No
43,1179,2,4,73,Sales Executive,4,7847,6069,1,17,1,10,10,8,No
24,581,9,3,62,Research Scientist,3,4401,17616,1,16,4,5,5,4,No
41,918,6,4,35,Sales Executive,3,9241,15869,1,12,2,10,10,7,No
29,1082,9,4,43,Laboratory Technician,3,2974,25412,9,17,3,9,5,2,No
36,530,2,3,51,Sales Representative,4,4502,7439,3,15,3,17,13,7,No
45,1238,1,3,74,Healthcare Representative,3,10748,3395,3,23,4,25,23,4,No
24,240,22,4,58,Human Resources,3,1555,11585,1,11,3,1,1,0,Yes
47,1093,9,3,82,Sales Executive,3,12936,24164,7,11,3,25,23,10,Yes
26,390,17,4,62,Laboratory Technician,3,2305,6217,1,15,3,3,3,2,No
45,1005,28,4,48,Research Director,2,16704,17119,1,11,3,21,21,6,No
32,585,10,1,56,Research Scientist,3,3433,17360,6,13,1,10,5,3,No
31,741,2,2,69,Laboratory Technician,3,3477,18103,1,14,4,6,5,3,No
41,552,4,3,60,Human Resources,2,6430,20794,6,19,2,10,3,2,No
40,369,8,2,92,Manufacturing Director,1,6516,5041,2,16,2,18,1,0,No
24,506,29,2,91,Laboratory Technician,1,3907,3622,1,13,2,6,6,2,No
46,717,13,3,34,Healthcare Representative,2,5562,9697,6,14,4,19,10,9,No
35,1370,27,4,49,Manufacturing Director,3,6883,5151,2,16,2,17,7,7,No
30,793,16,2,33,Research Scientist,4,2862,3811,1,12,2,10,10,8,No
47,543,2,3,87,Sales Executive,2,4978,3536,7,11,4,4,1,0,No
46,1277,2,3,74,Sales Executive,4,10368,5596,4,12,2,13,10,3,No
36,1456,13,2,96,Sales Executive,1,6134,8658,5,13,2,16,2,2,Yes
32,964,1,1,34,Sales Executive,2,6735,12147,6,15,2,10,0,0,Yes
23,160,4,3,51,Laboratory Technician,2,3295,12862,1,13,3,3,3,2,No
31,163,24,4,30,Manufacturing Director,4,5238,6670,2,20,4,9,5,4,No
39,792,1,4,77,Laboratory Technician,4,6472,8989,1,15,4,9,9,8,No
32,371,19,4,80,Sales Executive,3,9610,3840,3,13,3,10,4,2,No
40,611,7,2,88,Manager,2,19833,4349,1,14,2,21,21,8,No
45,176,4,3,56,Human Resources,3,9756,6595,4,21,3,9,5,3,No
30,1312,2,4,78,Research Scientist,1,4968,26427,0,16,4,10,9,7,No
24,897,10,1,59,Human Resources,4,2145,2097,0,14,4,3,2,1,No
30,600,8,3,66,Human Resources,4,2180,9732,6,11,3,6,4,2,Yes
31,1003,5,1,51,Sales Executive,3,8346,20943,1,19,3,6,5,2,No
27,1054,8,3,67,Research Scientist,4,3445,6152,1,11,3,6,6,4,No
29,428,9,2,52,Sales Representative,2,2760,14630,1,13,3,2,2,2,Yes
29,461,1,4,70,Healthcare Representative,3,6294,23060,8,12,4,10,3,2,No
30,979,15,3,94,Sales Executive,1,7140,3088,2,11,1,12,7,7,No
34,181,2,4,97,Research Scientist,4,2932,5586,0,14,1,6,5,2,No
33,1283,2,4,62,Sales Executive,2,5147,10697,8,15,4,13,11,7,No
49,1313,11,4,80,Sales Executive,4,4507,8191,3,12,3,8,5,4,No
33,211,16,1,74,Sales Executive,1,8564,10092,2,20,3,11,0,0,Yes
38,594,2,3,75,Laboratory Technician,2,2468,15963,4,14,2,9,6,5,No
31,1079,16,1,70,Sales Executive,3,8161,19002,2,13,1,10,1,0,Yes
29,590,4,4,91,Research Scientist,1,2109,10007,1,13,3,1,1,0,No
30,305,16,3,58,Healthcare Representative,3,5294,9128,3,16,3,10,7,7,No
32,953,5,2,65,Research Scientist,2,2718,17674,2,14,2,12,7,7,No
38,833,18,2,60,Healthcare Representative,4,5811,24539,3,16,3,15,1,0,No
43,807,17,3,38,Research Scientist,3,2437,15587,9,16,4,6,1,0,Yes
42,855,12,2,57,Laboratory Technician,2,2766,8952,8,22,2,7,5,4,No
55,478,2,3,60,Research Director,1,19038,19805,8,12,2,34,1,0,No
33,775,4,4,90,Research Scientist,2,3055,6194,5,15,4,11,9,7,No
41,548,9,3,94,Laboratory Technician,1,2289,20520,1,20,2,5,5,4,No
34,1375,10,4,87,Sales Executive,3,4001,12313,1,14,3,15,15,7,No
53,661,1,1,60,Manufacturing Director,3,12965,22308,4,20,4,27,3,2,No
43,244,2,2,97,Human Resources,4,3539,5033,0,13,2,10,9,8,No
34,511,3,4,32,Sales Executive,4,6029,25353,5,12,1,6,2,2,No
21,337,7,2,31,Sales Representative,2,2679,4567,1,13,2,1,1,0,Yes
38,1153,6,4,40,Laboratory Technician,3,3702,16376,1,11,2,5,5,4,No
22,1294,8,3,79,Laboratory Technician,1,2398,15999,1,17,3,1,1,0,Yes
31,196,29,1,91,Sales Executive,4,5468,13402,1,14,1,13,12,7,No
51,942,3,1,53,Manager,3,13116,22984,2,11,4,15,2,2,No
37,589,9,2,46,Sales Executive,2,4189,8800,1,14,1,5,5,3,No
46,734,2,3,46,Research Director,4,19328,14218,7,17,3,24,2,2,No
36,1383,10,4,90,Healthcare Representative,1,8321,25949,7,13,4,15,12,7,No
44,429,1,3,99,Research Scientist,2,2342,11092,1,12,3,6,5,3,Yes
37,1239,8,3,89,Human Resources,2,4071,12832,2,13,3,19,10,7,No
35,303,27,3,84,Sales Executive,4,5813,13492,1,18,4,10,10,7,Yes
33,867,8,4,90,Research Scientist,1,3143,6076,6,19,2,14,10,6,No
28,1181,1,3,82,Research Scientist,4,2044,5531,1,11,3,5,5,3,No
39,1253,10,3,65,Research Director,3,13464,7914,7,21,3,9,4,2,No
46,849,26,2,98,Sales Executive,2,7991,25166,8,15,3,6,2,2,No
40,616,2,3,99,Laboratory Technician,1,3377,25605,4,17,4,7,4,2,No
42,1128,13,2,95,Healthcare Representative,1,5538,5696,5,18,3,10,0,0,No
35,1180,2,2,90,Manufacturing Director,4,5762,24442,2,14,3,15,7,7,No
38,1336,2,1,100,Human Resources,2,2592,7129,5,13,4,13,11,8,No
34,234,9,4,93,Laboratory Technician,1,5346,6208,4,17,3,11,7,7,Yes
37,370,10,4,58,Manufacturing Director,1,4213,4992,1,15,2,10,10,8,Yes
39,766,20,3,83,Sales Executive,4,4127,19188,2,18,4,7,2,2,No
43,343,9,1,52,Research Scientist,3,2438,24978,4,13,3,7,3,2,No
41,447,5,2,85,Healthcare Representative,2,6870,15530,3,12,1,11,3,2,No
41,796,4,3,81,Sales Executive,3,10447,26458,0,13,4,23,22,5,No
30,1092,10,1,64,Manufacturing Director,3,9667,2739,9,14,2,9,7,2,No
26,920,20,4,69,Human Resources,2,2148,6889,0,11,3,6,5,4,Yes
46,261,21,4,66,Healthcare Representative,2,8926,10842,4,22,4,13,9,7,Yes
40,1194,1,3,52,Healthcare Representative,4,6513,9060,4,17,4,12,5,3,No
34,810,8,2,92,Sales Executive,3,6799,22128,1,21,3,10,10,8,No
58,350,2,2,52,Manager,2,16291,22577,4,22,4,37,16,14,No
35,185,23,2,91,Laboratory Technician,3,2705,9696,0,16,2,6,5,3,No
47,1001,4,3,92,Manufacturing Director,2,10333,19271,8,12,3,28,22,10,No
40,750,12,2,47,Healthcare Representative,1,4448,10748,2,12,2,15,7,7,No
54,431,7,4,68,Research Scientist,4,6854,15696,4,15,2,14,7,7,No
31,1125,7,1,68,Sales Executive,1,9637,8277,2,14,4,9,3,2,No
28,1217,1,3,67,Research Scientist,1,3591,12719,1,25,3,3,3,2,No
38,723,2,2,77,Sales Representative,4,5405,4244,2,20,1,20,4,3,No
26,572,10,3,46,Sales Executive,4,4684,9125,1,13,1,5,5,2,No
58,1216,15,1,87,Research Director,3,15787,21624,2,14,2,23,2,2,No
18,1431,14,2,33,Research Scientist,3,1514,8018,1,16,3,0,0,0,No
31,359,18,4,89,Human Resources,1,2956,21495,0,17,3,2,1,0,Yes
29,350,13,1,56,Human Resources,1,2335,3157,4,15,4,4,2,0,Yes
45,589,2,3,67,Sales Executive,3,5154,19665,4,22,2,10,8,7,No
36,430,2,4,73,Research Scientist,2,6962,19573,4,22,4,15,1,0,No
43,1422,2,1,92,Sales Executive,4,5675,19246,1,20,3,7,7,7,No
27,1297,5,4,53,Laboratory Technician,4,2379,19826,0,14,3,6,5,2,No
29,574,20,4,40,Laboratory Technician,4,3812,7003,1,13,2,11,11,10,No
32,1318,10,4,79,Sales Executive,4,4648,26075,8,13,3,4,0,0,No
42,355,10,3,38,Research Scientist,3,2936,6161,3,22,2,10,6,3,No
47,207,9,2,64,Laboratory Technician,3,2105,5411,4,12,3,7,2,0,No
46,706,2,4,82,Manufacturing Director,4,8578,19989,3,14,3,12,9,7,No
28,280,1,3,43,Human Resources,4,2706,10494,1,15,2,3,3,2,No
29,726,29,4,93,Healthcare Representative,3,6384,21143,8,17,4,11,7,6,No
42,1142,8,4,81,Laboratory Technician,3,3968,13624,4,13,4,8,0,0,No
32,414,2,3,82,Sales Executive,2,9907,26186,7,12,3,7,2,2,Yes
46,1319,3,1,45,Sales Executive,1,13225,7739,2,12,4,25,19,8,No
27,728,23,2,36,Sales Representative,3,3540,7018,1,21,4,9,9,8,No
29,352,6,4,87,Human Resources,2,2804,15434,1,11,4,1,1,0,No
43,823,6,1,81,Manager,3,19392,22539,7,13,4,21,16,14,No
48,1224,10,4,91,Research Director,2,19665,13583,4,12,4,29,22,9,No
29,459,24,4,73,Research Scientist,4,2439,14753,1,24,2,1,1,0,Yes
46,1254,10,3,64,Sales Executive,2,7314,14011,5,21,3,14,8,7,Yes
27,1131,15,4,77,Research Scientist,1,4774,23844,0,19,4,8,7,3,No
39,835,19,4,41,Research Scientist,4,3902,5141,8,14,2,7,2,2,No
55,836,2,2,98,Research Scientist,4,2662,7975,8,20,2,19,5,4,No
28,1172,3,2,78,Sales Representative,2,2856,3692,1,19,4,1,1,0,No
30,945,9,2,89,Sales Representative,4,1081,16019,1,13,3,1,1,0,Yes
22,391,7,4,75,Research Scientist,2,2472,26092,1,23,1,1,1,0,Yes
36,1266,10,2,63,Sales Executive,3,5673,6060,1,13,1,10,10,7,No
31,311,20,2,89,Laboratory Technician,3,4197,18624,1,11,1,10,10,2,No
34,1480,4,3,64,Sales Executive,4,9713,24444,2,13,4,9,5,0,No
29,592,7,4,59,Laboratory Technician,1,2062,19384,3,14,2,11,3,2,No
37,783,7,4,78,Research Scientist,1,4284,13588,5,22,3,16,5,4,No
35,219,16,4,44,Manufacturing Director,2,4788,25388,0,11,4,4,3,2,No
45,556,25,2,93,Manufacturing Director,4,5906,23888,0,13,4,10,9,8,No
36,1213,2,2,94,Human Resources,4,3886,4223,1,21,4,10,10,8,No
40,1137,1,1,98,Manager,1,16823,18991,2,11,1,22,19,16,No
26,482,1,2,90,Research Scientist,3,2933,14908,1,13,3,1,1,0,No
27,511,2,1,89,Sales Executive,3,6500,26997,0,14,2,9,8,7,No
48,117,22,4,58,Manager,4,17174,2437,3,11,2,24,22,7,No
44,170,1,2,78,Healthcare Representative,1,5033,9364,2,15,4,10,2,2,No
34,967,16,4,85,Research Scientist,1,2307,14460,1,23,2,5,5,0,Yes
56,1162,24,1,97,Laboratory Technician,4,2587,10261,1,16,4,5,4,0,Yes
36,335,17,3,33,Sales Executive,2,5507,16822,2,16,3,12,4,3,No
41,337,8,3,54,Sales Executive,2,4393,26841,5,21,3,14,5,4,No
42,1396,6,3,83,Research Director,1,13348,14842,9,13,2,18,13,7,No
31,1079,10,3,86,Sales Executive,4,6583,20115,2,11,4,8,5,4,No
34,735,3,4,75,Sales Executive,4,8103,16495,3,12,3,9,4,1,No
31,471,4,1,62,Laboratory Technician,3,3978,16031,8,12,2,4,2,2,No
26,1096,6,3,61,Laboratory Technician,4,2544,7102,0,18,1,8,7,7,No
45,1297,1,2,44,Healthcare Representative,3,5399,14511,4,12,3,12,4,3,No
33,217,10,2,43,Sales Executive,3,5487,10410,1,14,2,10,10,9,No
28,783,1,3,42,Sales Executive,4,6834,19255,1,12,3,7,7,7,No
29,746,24,3,45,Sales Representative,1,1091,10642,1,17,4,1,1,0,Yes
39,1251,21,1,32,Sales Executive,3,5736,3987,6,19,3,10,3,2,No
27,1354,2,2,41,Research Scientist,2,2226,6073,1,11,3,6,5,2,No
34,735,22,3,86,Research Scientist,4,5747,26496,1,15,2,16,15,11,No
28,1475,13,4,84,Sales Executive,3,9854,23352,3,11,4,6,2,2,Yes
47,1169,14,3,64,Research Scientist,2,5467,2125,8,18,3,16,8,7,No
56,1443,11,4,89,Sales Executive,1,5380,20328,4,16,3,6,0,0,No
39,867,9,1,87,Manufacturing Director,1,5151,12315,1,25,4,10,10,9,No
38,1394,8,4,58,Research Scientist,2,2133,18115,1,16,3,20,20,7,No
58,605,21,4,72,Manager,4,17875,11761,4,13,3,29,1,0,No
32,238,5,1,47,Research Scientist,3,2432,15318,3,14,1,8,4,3,Yes
38,1206,9,2,71,Research Scientist,4,4771,14293,2,19,4,10,5,3,No
49,1064,2,2,42,Research Director,4,19161,13738,3,15,4,28,5,3,No
42,419,12,2,77,Sales Executive,4,5087,2900,3,12,3,14,0,0,No
